Worried,Healthy,Fewfood,Skipped,Ateless,Runout,Hungry,Whlday,WT,wtperson,Urban,Region,country,wave,hhid
0,0,,0,0,,0,,1898.2413,NA,0,2205,2,0,7517
0,1,1,0,0,0,0,0,2377.4146,NA,0,2205,2,6,7517
1,1,1,1,1,0,1,0,2377.4146,NA,0,2205,2,7,7517
1,1,1,1,1,1,1,0,2377.4146,NA,0,2205,2,8,7517
,,,,,,,,2377.4146,NA,0,2205,2,9,7517
1,1,1,0,0,0,1,0,2377.4146,NA,0,2205,2,11,7517
1,1,1,1,1,1,1,0,2377.4146,NA,0,2205,2,12,7517
1,0,0,0,1,0,0,0,2377.4146,NA,0,2205,2,13,7517
1,1,1,0,1,0,1,0,2377.4146,NA,0,2205,2,15,7517
1,1,1,1,1,0,1,0,2377.4146,NA,0,2205,2,16,7517
1,1,1,1,1,0,1,1,2377.4146,NA,0,2205,2,18,7517
,,,,,,,,2377.4146,NA,0,2205,2,19,7517
0,0,,0,0,,0,,3664.2209,NA,0,2208,2,0,7518
1,0,1,1,0,0,0,1,3555.2581,NA,0,2208,2,6,7518
1,1,1,1,1,1,1,0,3555.2581,NA,0,2208,2,7,7518
1,1,1,1,1,1,0,0,3555.2581,NA,0,2208,2,8,7518
,,,,,,,,3555.2581,NA,0,2208,2,9,7518
1,1,1,1,1,0,0,0,3555.2581,NA,0,2208,2,11,7518
0,0,,0,0,,0,,265.73645,NA,0,2206,2,0,7520
1,0,0,1,1,1,1,1,416.4902,NA,0,2206,2,6,7520
0,0,0,0,0,0,0,0,416.4902,NA,0,2206,2,7,7520
0,0,0,0,0,0,0,0,416.4902,NA,0,2206,2,8,7520
,,,,,,,,416.4902,NA,0,2206,2,9,7520
1,0,0,0,0,0,0,0,416.4902,NA,0,2206,2,11,7520
0,0,0,1,1,1,1,1,416.4902,NA,0,2206,2,12,7520
0,0,0,0,0,0,0,0,416.4902,NA,0,2206,2,13,7520
0,0,0,0,0,0,0,0,416.4902,NA,0,2206,2,15,7520
1,0,0,0,1,1,0,0,416.4902,NA,0,2206,2,16,7520
1,1,1,0,0,0,0,0,416.4902,NA,0,2206,2,18,7520
,,,,,,,,416.4902,NA,0,2206,2,19,7520
0,0,,0,0,,0,,287.50525,NA,0,2206,2,0,7522
1,1,1,1,1,1,1,1,431.46637,NA,0,2206,2,6,7522
0,0,1,0,1,0,0,0,431.46637,NA,0,2206,2,7,7522
1,1,1,1,1,1,1,0,431.46637,NA,0,2206,2,8,7522
,,,,,,,,431.46637,NA,0,2206,2,9,7522
1,1,1,1,1,0,0,0,431.46637,NA,0,2206,2,11,7522
0,0,0,0,0,0,0,0,431.46637,NA,0,2206,2,12,7522
0,0,0,0,0,0,0,0,431.46637,NA,0,2206,2,13,7522
0,0,1,1,0,0,0,0,431.46637,NA,0,2206,2,15,7522
0,0,0,0,0,0,0,0,431.46637,NA,0,2206,2,16,7522
0,0,0,0,0,0,0,0,431.46637,NA,0,2206,2,18,7522
,,,,,,,,431.46637,NA,0,2206,2,19,7522
1,1,,0,1,,1,,6140.5566,NA,0,2303,2,0,7523
1,1,1,1,1,1,0,0,6764.9297,NA,0,2303,2,6,7523
1,1,1,1,1,1,1,0,6764.9297,NA,0,2303,2,7,7523
0,1,1,1,1,1,0,0,6764.9297,NA,0,2303,2,8,7523
,,,,,,,,6764.9297,NA,0,2303,2,9,7523
0,0,1,0,0,0,0,0,6764.9297,NA,0,2303,2,11,7523
1,1,1,0,1,1,1,0,6764.9297,NA,0,2303,2,12,7523
1,1,1,1,1,1,1,0,6764.9297,NA,0,2303,2,13,7523
1,0,1,1,1,1,1,0,6764.9297,NA,0,2303,2,15,7523
0,1,1,1,1,1,1,0,6764.9297,NA,0,2303,2,16,7523
0,1,1,1,1,0,0,0,6764.9297,NA,0,2303,2,18,7523
,,,,,,,,6764.9297,NA,0,2303,2,19,7523
0,0,,0,0,,0,,443.00296,NA,,2315,2,0,7524
1,1,0,1,0,1,1,0,486.23605,NA,,2315,2,6,7524
1,0,0,1,1,1,1,0,486.23605,NA,,2315,2,7,7524
0,0,1,1,1,1,1,0,486.23605,NA,,2315,2,8,7524
,,,,,,,,486.23605,NA,,2315,2,9,7524
0,0,0,1,0,1,0,0,486.23605,NA,,2315,2,11,7524
1,1,1,1,0,0,0,0,486.23605,NA,,2315,2,12,7524
1,1,1,1,1,1,1,0,486.23605,NA,,2315,2,13,7524
0,0,0,0,0,0,0,0,486.23605,NA,,2315,2,15,7524
0,1,1,1,1,1,1,0,486.23605,NA,,2315,2,16,7524
0,0,0,0,0,0,0,0,486.23605,NA,,2315,2,18,7524
,,,,,,,,486.23605,NA,,2315,2,19,7524
1,1,,1,0,,1,,6926.5884,NA,0,2205,2,0,7526
1,1,1,1,1,1,1,1,4981.3335,NA,0,2205,2,6,7526
0,0,0,0,0,0,0,0,4981.3335,NA,0,2205,2,7,7526
0,0,0,0,0,0,0,0,4981.3335,NA,0,2205,2,8,7526
,,,,,,,,4981.3335,NA,0,2205,2,9,7526
0,0,0,0,0,0,0,0,4981.3335,NA,0,2205,2,11,7526
1,1,1,1,1,1,1,1,4981.3335,NA,0,2205,2,12,7526
1,1,1,1,1,1,1,1,4981.3335,NA,0,2205,2,15,7526
1,1,1,1,1,1,1,1,4981.3335,NA,0,2205,2,16,7526
1,1,1,1,1,1,1,1,4981.3335,NA,0,2205,2,18,7526
,,,,,,,,4981.3335,NA,0,2205,2,19,7526
1,1,,0,0,,0,,3378.0129,NA,0,2206,2,0,7529
1,1,1,1,1,0,1,0,5144.9688,NA,0,2206,2,6,7529
1,0,1,1,1,1,1,0,5144.9688,NA,0,2206,2,7,7529
1,1,1,1,1,1,1,0,5144.9688,NA,0,2206,2,8,7529
,,,,,,,,5144.9688,NA,0,2206,2,9,7529
1,1,1,1,1,1,1,0,5144.9688,NA,0,2206,2,11,7529
1,1,1,1,1,1,1,0,5144.9688,NA,0,2206,2,12,7529
1,1,1,1,1,1,1,0,5144.9688,NA,0,2206,2,13,7529
1,1,1,1,1,1,1,0,5144.9688,NA,0,2206,2,15,7529
0,0,1,0,1,0,0,0,5144.9688,NA,0,2206,2,16,7529
1,1,1,1,1,1,1,0,5144.9688,NA,0,2206,2,18,7529
,,,,,,,,5144.9688,NA,0,2206,2,19,7529
1,1,,0,0,,0,,2370.1885,NA,0,2205,2,0,7530
0,0,0,0,0,0,0,0,2611.3921,NA,0,2205,2,6,7530
1,1,1,1,1,0,1,0,2611.3921,NA,0,2205,2,7,7530
1,1,1,1,1,1,1,0,2611.3921,NA,0,2205,2,8,7530
1,1,1,1,1,1,1,0,2611.3921,NA,0,2205,2,11,7530
1,1,1,1,1,1,1,0,2611.3921,NA,0,2205,2,12,7530
1,1,1,1,1,1,1,0,2611.3921,NA,0,2205,2,13,7530
1,1,1,1,1,1,1,0,2611.3921,NA,0,2205,2,15,7530
1,1,1,1,1,1,1,0,2611.3921,NA,0,2205,2,16,7530
1,1,1,1,1,0,1,0,2611.3921,NA,0,2205,2,18,7530
,,,,,,,,2611.3921,NA,0,2205,2,19,7530
0,1,,1,0,,0,,1348.6855,NA,0,2205,2,0,7533
0,1,1,1,1,1,1,1,1348.6855,NA,0,2205,2,6,7533
0,0,,0,0,,0,,1378.8176,NA,0,2205,2,0,7534
1,1,1,1,1,1,1,0,1448.7844,NA,0,2205,2,6,7534
0,0,0,0,0,0,0,0,1448.7844,NA,0,2205,2,8,7534
0,0,0,0,0,0,0,0,1448.7844,NA,0,2205,2,12,7534
0,0,0,0,1,0,0,0,1448.7844,NA,0,2205,2,13,7534
0,0,0,0,0,0,0,0,1448.7844,NA,0,2205,2,15,7534
0,0,0,1,0,0,1,1,1448.7844,NA,0,2205,2,16,7534
0,0,0,0,0,0,0,0,1448.7844,NA,0,2205,2,18,7534
,,,,,,,,1448.7844,NA,0,2205,2,19,7534
1,1,,1,1,,0,,1128.6819,NA,0,2205,2,0,7535
1,1,1,1,1,1,1,0,1330.4507,NA,0,2205,2,6,7535
1,1,1,1,1,1,1,0,1330.4507,NA,0,2205,2,7,7535
1,1,1,1,1,1,1,0,1330.4507,NA,0,2205,2,8,7535
,,,,,,,,1330.4507,NA,0,2205,2,9,7535
1,1,1,1,1,1,1,0,1330.4507,NA,0,2205,2,11,7535
1,1,1,1,1,1,1,1,1330.4507,NA,0,2205,2,12,7535
1,1,1,1,1,1,1,0,1330.4507,NA,0,2205,2,13,7535
1,1,1,1,1,1,1,0,1330.4507,NA,0,2205,2,15,7535
1,1,1,1,1,1,1,1,1330.4507,NA,0,2205,2,16,7535
0,1,1,1,1,0,0,0,1330.4507,NA,0,2205,2,18,7535
,,,,,,,,1330.4507,NA,0,2205,2,19,7535
0,0,,0,0,,0,,831.42743,NA,0,2206,2,0,7536
1,1,1,0,1,1,0,0,1374.7102,NA,0,2206,2,6,7536
1,0,0,0,1,0,0,0,1374.7102,NA,0,2206,2,7,7536
1,1,1,0,1,0,0,0,1374.7102,NA,0,2206,2,8,7536
,,,,,,,,1374.7102,NA,0,2206,2,9,7536
1,1,1,0,0,0,0,0,1374.7102,NA,0,2206,2,11,7536
1,1,0,0,1,0,0,0,1374.7102,NA,0,2206,2,12,7536
1,1,1,0,1,0,0,0,1374.7102,NA,0,2206,2,13,7536
1,1,0,0,1,0,0,0,1374.7102,NA,0,2206,2,15,7536
1,1,1,0,1,1,0,0,1374.7102,NA,0,2206,2,16,7536
1,1,1,1,0,0,0,0,1374.7102,NA,0,2206,2,18,7536
,,,,,,,,1374.7102,NA,0,2206,2,19,7536
1,1,,0,0,,0,,479.39429,NA,0,2206,2,0,7537
1,1,1,1,1,0,0,0,742.57233,NA,0,2206,2,6,7537
1,1,1,1,0,0,0,0,742.57233,NA,0,2206,2,7,7537
1,1,1,1,0,1,1,0,742.57233,NA,0,2206,2,8,7537
,,,,,,,,742.57233,NA,0,2206,2,9,7537
1,1,1,1,1,1,1,0,742.57233,NA,0,2206,2,11,7537
1,1,1,1,1,1,1,0,742.57233,NA,0,2206,2,12,7537
1,1,1,1,1,0,0,0,742.57233,NA,0,2206,2,13,7537
1,1,0,1,1,1,1,0,742.57233,NA,0,2206,2,15,7537
1,1,1,1,1,0,1,0,742.57233,NA,0,2206,2,16,7537
1,1,1,0,1,0,0,0,742.57233,NA,0,2206,2,18,7537
,,,,,,,,742.57233,NA,0,2206,2,19,7537
1,0,,1,0,,0,,1043.9456,NA,,2210,2,0,7539
1,1,1,1,1,1,1,0,1179.5659,NA,,2210,2,6,7539
1,1,1,1,1,1,1,0,1179.5659,NA,,2210,2,7,7539
1,1,1,1,1,1,1,0,1179.5659,NA,,2210,2,8,7539
,,,,,,,,1179.5659,NA,,2210,2,9,7539
1,0,0,0,0,0,0,0,1179.5659,NA,,2210,2,11,7539
1,1,1,1,1,1,1,0,1179.5659,NA,,2210,2,12,7539
1,1,1,1,1,1,1,0,1179.5659,NA,,2210,2,13,7539
1,1,1,1,1,1,1,0,1179.5659,NA,,2210,2,15,7539
1,1,1,1,1,1,1,0,1179.5659,NA,,2210,2,16,7539
0,0,0,0,0,0,0,0,1179.5659,NA,,2210,2,18,7539
,,,,,,,,1179.5659,NA,,2210,2,19,7539
1,1,,0,1,,0,,3373.1067,NA,0,2205,2,0,7540
0,0,1,1,0,0,1,0,4291.4995,NA,0,2205,2,6,7540
0,1,1,0,1,0,1,0,4291.4995,NA,0,2205,2,7,7540
0,0,0,0,0,0,0,0,4291.4995,NA,0,2205,2,8,7540
,,,,,,,,4291.4995,NA,0,2205,2,9,7540
0,1,1,0,1,0,0,0,4291.4995,NA,0,2205,2,11,7540
0,0,0,1,0,0,0,0,4291.4995,NA,0,2205,2,12,7540
0,1,1,0,1,1,1,0,4291.4995,NA,0,2205,2,13,7540
0,1,1,0,1,0,1,1,4291.4995,NA,0,2205,2,15,7540
1,1,1,1,1,1,1,0,4291.4995,NA,0,2205,2,16,7540
0,1,1,0,0,0,1,0,4291.4995,NA,0,2205,2,18,7540
,,,,,,,,4291.4995,NA,0,2205,2,19,7540
0,0,,0,0,,0,,1403.3716,NA,,2206,2,0,7541
0,0,0,0,0,0,0,0,2301.6416,NA,,2206,2,6,7541
0,0,0,0,0,0,0,0,2301.6416,NA,,2206,2,7,7541
0,0,0,0,0,0,0,0,2301.6416,NA,,2206,2,8,7541
,,,,,,,,2301.6416,NA,,2206,2,9,7541
0,0,0,0,0,0,0,0,2301.6416,NA,,2206,2,11,7541
0,0,0,0,0,0,0,0,2301.6416,NA,,2206,2,12,7541
0,0,0,0,0,0,0,0,2301.6416,NA,,2206,2,13,7541
0,0,0,0,0,0,0,0,2301.6416,NA,,2206,2,15,7541
0,0,0,0,0,0,0,0,2301.6416,NA,,2206,2,16,7541
0,1,1,0,0,0,0,0,2301.6416,NA,,2206,2,18,7541
,,,,,,,,2301.6416,NA,,2206,2,19,7541
0,0,,0,0,,0,,1321.5227,NA,,2206,2,0,7542
1,1,1,1,1,1,1,1,1517.8965,NA,,2206,2,6,7542
1,1,1,1,1,1,1,1,1517.8965,NA,,2206,2,7,7542
0,1,1,1,0,0,1,0,1517.8965,NA,,2206,2,8,7542
,,,,,,,,1517.8965,NA,,2206,2,9,7542
0,0,0,0,0,0,0,0,1517.8965,NA,,2206,2,16,7542
1,1,,1,0,,0,,457.74899,NA,0,2205,2,0,7544
1,1,1,1,0,0,0,0,525.36542,NA,0,2205,2,6,7544
1,1,0,1,0,1,1,0,525.36542,NA,0,2205,2,7,7544
1,1,1,1,0,0,0,0,525.36542,NA,0,2205,2,8,7544
,,,,,,,,525.36542,NA,0,2205,2,9,7544
1,1,1,1,1,1,1,0,525.36542,NA,0,2205,2,11,7544
1,1,1,1,1,1,1,0,525.36542,NA,0,2205,2,12,7544
1,1,1,1,1,1,1,0,525.36542,NA,0,2205,2,13,7544
1,1,1,0,1,0,0,0,525.36542,NA,0,2205,2,15,7544
1,1,1,1,1,1,1,0,525.36542,NA,0,2205,2,16,7544
1,1,1,1,1,1,0,0,525.36542,NA,0,2205,2,18,7544
,,,,,,,,525.36542,NA,0,2205,2,19,7544
0,0,,0,0,,0,,2772.8267,NA,0,2206,2,0,7545
0,0,0,0,0,0,0,0,4318.75,NA,0,2206,2,6,7545
0,0,0,0,0,0,0,0,4318.75,NA,0,2206,2,7,7545
1,1,1,1,1,1,1,0,4318.75,NA,0,2206,2,8,7545
,,,,,,,,4318.75,NA,0,2206,2,9,7545
0,0,0,0,0,0,0,0,4318.75,NA,0,2206,2,11,7545
0,0,0,0,0,0,0,0,4318.75,NA,0,2206,2,12,7545
0,0,0,0,0,0,0,0,4318.75,NA,0,2206,2,13,7545
0,0,0,0,0,0,0,0,4318.75,NA,0,2206,2,15,7545
0,0,0,0,0,0,0,0,4318.75,NA,0,2206,2,16,7545
0,0,0,0,0,0,0,0,4318.75,NA,0,2206,2,18,7545
,,,,,,,,4318.75,NA,0,2206,2,19,7545
0,0,,0,0,,0,,247.85631,NA,,2210,2,0,7546
0,0,1,0,1,1,0,0,311.823,NA,,2210,2,6,7546
0,0,0,0,1,0,0,0,311.823,NA,,2210,2,7,7546
0,0,0,0,0,0,0,0,311.823,NA,,2210,2,8,7546
,,,,,,,,311.823,NA,,2210,2,9,7546
0,1,1,0,0,1,0,1,311.823,NA,,2210,2,11,7546
0,0,0,0,0,0,0,0,311.823,NA,,2210,2,12,7546
1,1,1,0,0,1,0,0,311.823,NA,,2210,2,13,7546
1,0,0,0,0,0,0,0,311.823,NA,,2210,2,15,7546
1,0,1,0,0,1,1,0,311.823,NA,,2210,2,16,7546
0,0,,0,0,,0,,390.27649,NA,,2315,2,0,7547
1,1,1,1,1,1,1,0,460.27365,NA,,2315,2,6,7547
1,1,1,0,0,1,0,0,460.27365,NA,,2315,2,7,7547
1,1,1,1,1,1,1,0,460.27365,NA,,2315,2,8,7547
,,,,,,,,460.27365,NA,,2315,2,9,7547
1,1,1,1,1,1,1,0,460.27365,NA,,2315,2,11,7547
1,1,1,0,1,1,1,0,460.27365,NA,,2315,2,12,7547
1,1,1,0,1,1,1,0,460.27365,NA,,2315,2,13,7547
1,1,1,0,1,1,1,0,460.27365,NA,,2315,2,15,7547
0,1,1,0,1,0,1,0,460.27365,NA,,2315,2,16,7547
1,1,1,0,1,1,0,0,460.27365,NA,,2315,2,18,7547
,,,,,,,,460.27365,NA,,2315,2,19,7547
0,0,,0,0,,0,,237.58424,NA,,2210,2,0,7548
1,1,1,1,0,1,1,1,293.10172,NA,,2210,2,6,7548
0,0,0,1,0,0,1,0,293.10172,NA,,2210,2,7,7548
1,1,1,1,0,1,1,0,293.10172,NA,,2210,2,8,7548
0,0,0,0,0,0,1,0,293.10172,NA,,2210,2,11,7548
1,0,0,1,0,1,1,0,293.10172,NA,,2210,2,12,7548
1,1,1,0,0,1,1,0,293.10172,NA,,2210,2,13,7548
1,1,1,0,0,1,0,0,293.10172,NA,,2210,2,15,7548
0,0,0,0,0,0,0,0,293.10172,NA,,2210,2,16,7548
0,0,,0,0,,0,,645.44263,NA,0,2206,2,0,7549
1,1,1,1,0,0,1,0,949.53589,NA,0,2206,2,6,7549
1,1,1,1,1,0,1,0,949.53589,NA,0,2206,2,7,7549
0,1,1,0,1,0,1,0,949.53589,NA,0,2206,2,8,7549
,,,,,,,,949.53589,NA,0,2206,2,9,7549
1,0,0,1,1,1,0,0,949.53589,NA,0,2206,2,11,7549
1,1,1,1,1,1,1,1,949.53589,NA,0,2206,2,12,7549
1,1,1,1,1,1,1,0,949.53589,NA,0,2206,2,13,7549
1,1,1,1,1,1,1,1,949.53589,NA,0,2206,2,15,7549
1,1,1,0,1,0,0,0,949.53589,NA,0,2206,2,16,7549
1,1,1,0,1,0,1,0,949.53589,NA,0,2206,2,18,7549
,,,,,,,,949.53589,NA,0,2206,2,19,7549
1,1,,0,0,,0,,1292.522,NA,0,2205,2,0,7551
0,1,1,1,0,1,1,1,1533.7454,NA,0,2205,2,6,7551
0,1,1,0,0,0,0,0,1533.7454,NA,0,2205,2,7,7551
1,1,0,0,1,0,1,0,1533.7454,NA,0,2205,2,8,7551
,,,,,,,,1533.7454,NA,0,2205,2,9,7551
1,1,0,1,1,0,1,0,1533.7454,NA,0,2205,2,11,7551
1,1,1,0,0,0,1,0,1533.7454,NA,0,2205,2,12,7551
1,1,0,1,1,0,1,0,1533.7454,NA,0,2205,2,13,7551
1,1,1,1,1,1,1,1,1533.7454,NA,0,2205,2,15,7551
1,1,1,0,1,1,0,0,1533.7454,NA,0,2205,2,16,7551
1,0,0,1,0,1,0,0,1533.7454,NA,0,2205,2,18,7551
,,,,,,,,1533.7454,NA,0,2205,2,19,7551
1,1,,0,0,,0,,3168.4548,NA,0,2202,2,0,7552
0,0,1,1,1,0,0,0,2817.7686,NA,0,2202,2,6,7552
0,1,1,1,0,1,1,1,2817.7686,NA,0,2202,2,7,7552
0,0,0,0,0,1,1,0,2817.7686,NA,0,2202,2,8,7552
,,,,,,,,2817.7686,NA,0,2202,2,9,7552
1,1,1,0,0,0,0,0,2817.7686,NA,0,2202,2,11,7552
1,1,1,1,1,1,1,1,2817.7686,NA,0,2202,2,12,7552
1,0,1,0,1,1,1,1,2817.7686,NA,0,2202,2,13,7552
0,0,0,0,1,1,0,0,2817.7686,NA,0,2202,2,15,7552
1,1,1,1,0,0,1,0,2817.7686,NA,0,2202,2,16,7552
1,1,1,1,1,1,1,1,2817.7686,NA,0,2202,2,18,7552
,,,,,,,,2817.7686,NA,0,2202,2,19,7552
1,1,,0,1,,0,,1471.3687,NA,,2205,2,0,7555
0,1,1,1,0,1,0,0,1753.5634,NA,0,2205,2,6,7555
1,1,1,1,1,1,1,0,1753.5634,NA,,2205,2,7,7555
0,1,1,1,0,0,0,0,1753.5634,NA,,2205,2,8,7555
,,,,,,,,1753.5634,NA,,2205,2,9,7555
1,1,1,0,1,0,1,0,1753.5634,NA,,2205,2,13,7555
1,1,1,0,1,0,1,0,1753.5634,NA,,2205,2,15,7555
0,0,0,0,0,0,0,0,1753.5634,NA,,2205,2,16,7555
1,1,0,0,0,0,0,0,1753.5634,NA,,2205,2,18,7555
,,,,,,,,1753.5634,NA,,2205,2,19,7555
0,0,,0,0,,0,,478.9852,NA,,2206,2,0,7558
1,1,1,1,1,1,1,1,642.82806,NA,0,2206,2,6,7558
1,1,1,1,1,1,1,1,642.82806,NA,,2206,2,7,7558
1,1,1,1,1,0,1,0,642.82806,NA,,2206,2,8,7558
,,,,,,,,642.82806,NA,,2206,2,9,7558
1,1,0,1,1,1,1,0,642.82806,NA,,2206,2,11,7558
1,1,1,1,1,1,1,1,642.82806,NA,,2206,2,12,7558
1,1,1,1,1,1,1,1,642.82806,NA,,2206,2,13,7558
1,1,1,1,1,1,1,0,642.82806,NA,,2206,2,15,7558
1,1,1,1,1,1,1,0,642.82806,NA,,2206,2,16,7558
1,1,1,1,1,1,1,1,642.82806,NA,,2206,2,18,7558
,,,,,,,,642.82806,NA,,2206,2,19,7558
0,0,,0,0,,0,,897.44281,NA,,2107,2,0,7559
1,1,1,1,1,0,1,0,983.65753,NA,,2107,2,6,7559
1,1,1,1,0,0,0,0,983.65753,NA,,2107,2,7,7559
0,0,0,0,0,0,0,0,983.65753,NA,,2107,2,8,7559
,,,,,,,,983.65753,NA,,2107,2,9,7559
1,1,1,1,1,1,1,1,983.65753,NA,,2107,2,11,7559
1,0,0,1,0,1,1,0,983.65753,NA,,2107,2,12,7559
1,1,1,1,0,0,0,1,983.65753,NA,,2107,2,13,7559
0,0,0,1,1,0,0,0,983.65753,NA,,2107,2,15,7559
1,1,1,1,1,1,1,0,983.65753,NA,,2107,2,16,7559
1,1,1,1,0,1,1,1,983.65753,NA,,2107,2,18,7559
,,,,,,,,983.65753,NA,,2107,2,19,7559
0,0,,0,0,,0,,1666.7822,NA,0,2205,2,0,7560
0,1,1,1,1,0,1,0,2102.3381,NA,0,2205,2,6,7560
1,1,0,1,0,0,0,0,2102.3381,NA,0,2205,2,7,7560
0,0,0,1,1,0,1,0,2102.3381,NA,0,2205,2,8,7560
,,,,,,,,2102.3381,NA,0,2205,2,9,7560
0,0,0,0,0,0,0,0,2102.3381,NA,0,2205,2,11,7560
0,0,0,1,0,0,1,0,2102.3381,NA,0,2205,2,12,7560
0,1,1,1,1,1,1,0,2102.3381,NA,0,2205,2,13,7560
0,0,0,0,1,0,0,0,2102.3381,NA,0,2205,2,15,7560
0,0,1,1,0,0,0,0,2102.3381,NA,0,2205,2,16,7560
0,0,0,1,0,0,0,0,2102.3381,NA,0,2205,2,18,7560
,,,,,,,,2102.3381,NA,0,2205,2,19,7560
0,0,,0,0,,0,,5047.8501,NA,0,2206,2,0,7562
0,0,1,0,1,0,0,0,8197.3896,NA,0,2206,2,6,7562
0,0,0,0,0,0,0,0,8197.3896,NA,0,2206,2,7,7562
1,1,1,1,0,0,0,0,8197.3896,NA,0,2206,2,8,7562
,,,,,,,,8197.3896,NA,0,2206,2,9,7562
1,1,1,0,0,0,0,0,8197.3896,NA,0,2206,2,11,7562
